date,vix_open,vix_high,vix_low,vix_close,vix_log_ret,vix_20d_std,vix_60d_mean,sigma_proxy,k_proxy,regime
1990-08-22,30.55,30.55,30.55,30.55,0.055523090499217886,4.327209627218723,20.100666666666665,0.3055,0.9165,stress
1990-08-23,36.47,36.47,36.47,36.47,0.1771253192029847,4.739679397329875,20.417833333333338,0.36469999999999997,1.0940999999999999,stress
1990-08-24,33.93,33.93,33.93,33.93,-0.07219042602445036,4.827940500221992,20.69383333333333,0.3393,1.0179,stress
1990-08-27,29.63,29.63,29.63,29.63,-0.13551221721066486,4.6361597935768435,20.902833333333334,0.2963,0.8888999999999999,elevated
1990-08-28,29.12,29.12,29.12,29.12,-0.017362138256988402,4.381101880144998,21.081666666666663,0.2912,0.8736,elevated
1990-08-29,27.38,27.38,27.38,27.38,-0.06161240346818264,4.119790490329577,21.221833333333333,0.2738,0.8213999999999999,elevated
1990-08-30,29.89,29.89,29.89,29.89,0.08771115643554372,3.685175279699015,21.429666666666666,0.2989,0.8966999999999999,elevated
1990-08-31,29.9,29.9,29.9,29.9,0.000334504100794053,3.6932511707878413,21.646666666666665,0.299,0.8969999999999999,elevated
1990-09-04,29.58,29.58,29.58,29.58,-0.01076002311398705,3.308578125196047,21.846666666666668,0.2958,0.8874,elevated
1990-09-05,28.52,28.52,28.52,28.52,-0.03649286173655808,3.1573374859206123,22.049666666666663,0.2852,0.8555999999999999,elevated
1990-09-06,30.19,30.19,30.19,30.19,0.05690514817265191,3.1843943487609283,22.276166666666665,0.3019,0.9057,stress
1990-09-07,28.73,28.73,28.73,28.73,-0.04956887072754901,3.039237092637332,22.46533333333333,0.2873,0.8619,elevated
1990-09-10,29.34,29.34,29.34,29.34,0.021009899723637204,2.964284727783056,22.664333333333335,0.2934,0.8802,elevated
1990-09-11,28.38,28.38,28.38,28.38,-0.033267100982938835,2.877154798901432,22.872333333333334,0.2838,0.8513999999999999,elevated
1990-09-12,28.12,28.12,28.12,28.12,-0.009203604789432607,2.6594725931439163,23.045833333333334,0.2812,0.8436,elevated
1990-09-13,29.33,29.33,29.33,29.33,0.042129816046895474,2.276235292157326,23.280833333333337,0.2933,0.8798999999999999,elevated
1990-09-14,30.56,30.56,30.56,30.56,0.041081081308960155,2.222093548175117,23.535666666666664,0.3056,0.9168,stress
1990-09-17,29.55,29.55,29.55,29.55,-0.03360822044621248,2.167060281385191,23.782833333333333,0.2955,0.8865,elevated
1990-09-18,28.82,28.82,28.82,28.82,-0.02501415328073131,2.040383026477186,23.9405,0.2882,0.8645999999999999,elevated
1990-09-19,27.88,27.88,27.88,27.88,-0.03316000467905278,2.077641058609599,24.120833333333334,0.2788,0.8363999999999999,elevated
1990-09-20,28.66,28.66,28.66,28.66,0.0275928365077025,2.084392881442915,24.327,0.2866,0.8598,elevated
1990-09-21,30.04,30.04,30.04,30.04,0.047027404495908254,1.3524203449641992,24.561,0.3004,0.9011999999999999,stress
1990-09-24,30.56,30.56,30.56,30.56,0.017162137402385813,0.8842772844469586,24.800666666666665,0.3056,0.9168,stress
1990-09-25,28.81,28.81,28.81,28.81,-0.05896941520188248,0.8827385617613349,25.022499999999997,0.28809999999999997,0.8643,elevated
1990-09-26,28.19,28.19,28.19,28.19,-0.02175524397041606,0.9094895908084352,25.221333333333334,0.28190000000000004,0.8457,elevated
1990-09-27,28.67,28.67,28.67,28.67,0.016883974769257293,0.8209134834852188,25.43066666666667,0.2867,0.8601,elevated
1990-09-28,29.11,29.11,29.11,29.11,0.015230477862253622,0.8040627103060319,25.628333333333334,0.29109999999999997,0.8733,elevated
1990-10-01,28.06,28.06,28.06,28.06,-0.036736683083217425,0.8185063418070593,25.822499999999998,0.28059999999999996,0.8417999999999999,elevated
1990-10-02,27.28,27.28,27.28,27.28,-0.028191241699053293,0.8985251072844261,25.9995,0.2728,0.8184,elevated
1990-10-03,27.9,27.9,27.9,27.9,0.022472855852058604,0.9241092439404995,26.1825,0.27899999999999997,0.837,elevated
1990-10-04,27.51,27.51,27.51,27.51,-0.014077113890836657,0.9228873455796378,26.363,0.2751,0.8253,elevated
1990-10-05,27.85,27.85,27.85,27.85,0.012283391436809676,0.9458379743294646,26.542833333333338,0.2785,0.8355,elevated
1990-10-08,28.04,28.04,28.04,28.04,0.006799095793096566,0.9464526568077282,26.72533333333333,0.2804,0.8412,elevated
1990-10-09,30.71,30.71,30.71,30.71,0.09095627228634129,1.04741222468544,26.958000000000002,0.3071,0.9213,stress
1990-10-10,31.19,31.19,31.19,31.19,0.015509196166981098,1.1637118471328425,27.200166666666668,0.3119,0.9357,stress
1990-10-11,33.98,33.98,33.98,33.98,0.08567458562407415,1.6211733080507646,27.4515,0.3398,1.0193999999999999,stress
1990-10-12,31.94,31.94,31.94,31.94,-0.061912973456919485,1.7104258472517249,27.674500000000002,0.3194,0.9582,stress
1990-10-15,31.64,31.64,31.64,31.64,-0.009436999887413311,1.7924038548683086,27.941333333333333,0.3164,0.9491999999999999,stress
1990-10-16,31.45,31.45,31.45,31.45,-0.006023159753003604,1.8477134518099374,28.070833333333333,0.3145,0.9434999999999999,stress
1990-10-17,31.37,31.37,31.37,31.37,-0.0025469609438628638,1.854089647523013,28.2305,0.31370000000000003,0.9411,stress
1990-10-18,29.6,29.6,29.6,29.6,-0.05807766087257216,1.8395837629887928,28.387333333333334,0.29600000000000004,0.888,elevated
1990-10-19,27.86,27.86,27.86,27.86,-0.06058239297835488,1.882158335528492,28.514000000000003,0.2786,0.8358,elevated
1990-10-22,27.27,27.27,27.27,27.27,-0.021404771494162755,1.9355654008718044,28.6165,0.2727,0.8180999999999999,elevated
1990-10-23,27.57,27.57,27.57,27.57,0.010941028178208523,1.9756290803582786,28.723333333333333,0.2757,0.8271,elevated
1990-10-24,28.28,28.28,28.28,28.28,0.0254266159926666,1.9729256928412398,28.84283333333333,0.2828,0.8484,elevated
1990-10-25,29.04,29.04,29.04,29.04,0.026519348928223163,1.9678036781622485,28.966166666666663,0.2904,0.8712,elevated
1990-10-26,30.75,30.75,30.75,30.75,0.05721580429593143,1.9898967838874735,29.138166666666667,0.3075,0.9225,stress
1990-10-29,31.54,31.54,31.54,31.54,0.025366587282365405,2.012639730356605,29.184833333333337,0.3154,0.9461999999999999,stress
1990-10-30,30.52,30.52,30.52,30.52,-0.03287437511863578,1.941964482844871,29.095000000000002,0.30519999999999997,0.9156,stress
1990-10-31,30.04,30.04,30.04,30.04,-0.01585237952032248,1.8899982595367626,29.049833333333332,0.3004,0.9011999999999999,stress
1990-11-01,30.25,30.25,30.25,30.25,0.006966357580916682,1.8044345228818286,29.082833333333333,0.3025,0.9075,stress
1990-11-02,30.03,30.03,30.03,30.03,-0.00729930248161148,1.729168571125373,29.17683333333333,0.3003,0.9009,stress
1990-11-05,29.85,29.85,29.85,29.85,-0.006012042156628095,1.6586595729524203,29.245166666666663,0.2985,0.8955,elevated
1990-11-06,29.11,29.11,29.11,29.11,-0.02510308208107892,1.6735194556444197,29.301333333333336,0.29109999999999997,0.8733,elevated
1990-11-07,30.87,30.87,30.87,30.87,0.058703080756536075,1.6647003839791699,29.41283333333333,0.30870000000000003,0.9261,stress
1990-11-08,30.79,30.79,30.79,30.79,-0.002594876577659111,1.411838200808617,29.5375,0.3079,0.9237,stress
1990-11-09,26.96,26.96,26.96,26.96,-0.1328356758923026,1.4867112238620068,29.534166666666668,0.2696,0.8088,elevated
1990-11-12,25.6,25.6,25.6,25.6,-0.05176193455858957,1.6810926114942164,29.502000000000002,0.256,0.768,elevated
1990-11-13,24.58,24.58,24.58,24.58,-0.040659247347627936,1.931466309636949,29.470666666666666,0.2458,0.7373999999999999,elevated
1990-11-14,22.89,22.89,22.89,22.89,-0.07123297017341335,2.3009677597868237,29.3705,0.2289,0.6867,elevated
1990-11-15,22.57,22.57,22.57,22.57,-0.014078543135031207,2.660319084542006,29.2375,0.2257,0.6771,elevated
1990-11-16,21.34,21.34,21.34,21.34,-0.05603834495583726,3.085043503915646,28.985333333333333,0.2134,0.6402,elevated
